* Measurement data saved by REW V5.13 Beta 7
* Source: Microphone (Umik-1  Gain: 18dB  ), MICROPHONE (Master Volume), Left channel, volume: 0.530
* Format:   1M Log Swept Sine, 1 sweep at -23.0 dB FS
* Dated: 12-Sep-2015 19:46:57
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Sep 12 19:46:57
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
14514.404 96.004 175.064
14514.771 95.973 174.931
14515.137 95.936 174.857
14515.503 95.897 174.850
14515.869 95.855 174.914
14516.235 95.815 175.051
14516.602 95.778 175.261
14516.968 95.746 175.537
14517.334 95.722 175.872
14517.700 95.708 176.255
14518.066 95.704 176.676
14518.433 95.711 177.121
14518.799 95.732 177.576
14519.165 95.766 178.024
14519.531 95.814 178.444
14519.897 95.874 178.814
14520.264 95.945 179.116
14520.630 96.024 179.338
14520.996 96.106 179.474
14521.362 96.191 179.526
14521.729 96.276 179.497
14522.095 96.360 179.388
14522.461 96.440 179.202
14522.827 96.514 178.941
14523.193 96.581 178.613
14523.560 96.638 178.230
14523.926 96.684 177.809
14524.292 96.720 177.368
14524.658 96.744 176.918
14525.024 96.760 176.469
14525.391 96.766 176.028
14525.757 96.763 175.603
14526.123 96.752 175.200
14526.489 96.733 174.828
14526.855 96.708 174.491
14527.222 96.678 174.193
14527.588 96.644 173.933
14527.954 96.605 173.714
14528.320 96.563 173.537
14528.687 96.518 173.408
14529.053 96.471 173.332
14529.419 96.422 173.313
14529.785 96.373 173.359
14530.151 96.325 173.477
14530.518 96.282 173.671
14530.884 96.246 173.940
14531.250 96.221 174.273
14531.616 96.210 174.648
14531.982 96.214 175.040
14532.349 96.233 175.423
14532.715 96.265 175.776
14533.081 96.309 176.088
14533.447 96.364 176.347
14533.813 96.429 176.540
14534.180 96.502 176.653
14534.546 96.581 176.669
14534.912 96.662 176.579
14535.278 96.740 176.381
14535.645 96.813 176.082
14536.011 96.876 175.699
14536.377 96.927 175.250
14536.743 96.965 174.756
14537.109 96.988 174.241
14537.476 96.996 173.730
14537.842 96.991 173.250
14538.208 96.974 172.828
14538.574 96.951 172.481
14538.940 96.925 172.215
14539.307 96.903 172.023
14539.673 96.887 171.884
14540.039 96.881 171.771
14540.405 96.884 171.653
14540.771 96.895 171.506
14541.138 96.911 171.308
14541.504 96.931 171.047
14541.870 96.950 170.717
14542.236 96.964 170.318
14542.603 96.971 169.863
14542.969 96.969 169.366
14543.335 96.957 168.845
14543.701 96.935 168.314
14544.067 96.903 167.783
14544.434 96.862 167.254
14544.800 96.813 166.729
14545.166 96.754 166.211
14545.532 96.684 165.708
14545.898 96.602 165.234
14546.265 96.509 164.809
14546.631 96.406 164.448
14546.997 96.294 164.165
14547.363 96.176 163.969
14547.729 96.056 163.860
14548.096 95.933 163.833
14548.462 95.811 163.885
14548.828 95.689 164.013
14549.194 95.567 164.218
14549.561 95.446 164.507
14549.927 95.326 164.890
14550.293 95.212 165.375
14550.659 95.104 165.966
14551.025 95.008 166.659
14551.392 94.927 167.444
14551.758 94.863 168.301
14552.124 94.820 169.206
14552.490 94.798 170.130
14552.856 94.797 171.042
14553.223 94.816 171.915
14553.589 94.853 172.729
14553.955 94.904 173.466
14554.321 94.967 174.118
14554.688 95.039 174.676
14555.054 95.118 175.135
14555.420 95.199 175.495
14555.786 95.281 175.758
14556.152 95.360 175.938
14556.519 95.434 176.047
14556.885 95.503 176.104
14557.251 95.567 176.121
14557.617 95.626 176.109
14557.983 95.681 176.076
14558.350 95.734 176.027
14558.716 95.784 175.962
14559.082 95.835 175.881
14559.448 95.885 175.775
14559.814 95.937 175.633
14560.181 95.989 175.438
14560.547 96.039 175.177
14560.913 96.084 174.843
14561.279 96.119 174.442
14561.646 96.140 173.992
14562.012 96.146 173.520
14562.378 96.136 173.059
14562.744 96.112 172.639
14563.110 96.076 172.284
14563.477 96.034 172.003
14563.843 95.990 171.794
14564.209 95.946 171.644
14564.575 95.903 171.537
14564.941 95.862 171.458
14565.308 95.823 171.399
14565.674 95.783 171.356
14566.040 95.743 171.328
14566.406 95.702 171.317
14566.772 95.660 171.321
14567.139 95.615 171.346
14567.505 95.567 171.400
14567.871 95.517 171.492
14568.237 95.466 171.634
14568.604 95.414 171.829
14568.970 95.365 172.079
14569.336 95.320 172.380
14569.702 95.278 172.732
14570.068 95.243 173.132
14570.435 95.215 173.579
14570.801 95.196 174.064
14571.167 95.188 174.572
14571.533 95.192 175.087
14571.899 95.206 175.597
14572.266 95.230 176.092
14572.632 95.263 176.566
14572.998 95.307 177.006
14573.364 95.361 177.396
14573.730 95.421 177.719
14574.097 95.485 177.965
14574.463 95.550 178.136
14574.829 95.611 178.245
14575.195 95.668 178.309
14575.562 95.721 178.344
14575.928 95.768 178.363
14576.294 95.812 178.377
14576.660 95.853 178.394
14577.026 95.893 178.420
14577.393 95.933 178.455
14577.759 95.975 178.494
14578.125 96.019 178.529
14578.491 96.065 178.552
14578.857 96.113 178.565
14579.224 96.162 178.572
14579.590 96.213 178.575
14579.956 96.268 178.570
14580.322 96.329 178.544
14580.688 96.396 178.477
14581.055 96.466 178.354
14581.421 96.537 178.164
14581.787 96.607 177.909
14582.153 96.673 177.594
14582.520 96.734 177.226
14582.886 96.789 176.812
14583.252 96.837 176.358
14583.618 96.877 175.874
14583.984 96.908 175.368
14584.351 96.931 174.854
14584.717 96.946 174.341
14585.083 96.953 173.840
14585.449 96.954 173.355
14585.815 96.949 172.895
14586.182 96.940 172.462
14586.548 96.929 172.061
14586.914 96.918 171.688
14587.280 96.908 171.335
14587.646 96.901 170.985
14588.013 96.897 170.622
14588.379 96.895 170.230
14588.745 96.892 169.797
14589.111 96.886 169.318
14589.478 96.875 168.792
14589.844 96.855 168.224
14590.210 96.824 167.625
14590.576 96.781 167.009
14590.942 96.723 166.397
14591.309 96.650 165.811
14591.675 96.564 165.273
14592.041 96.464 164.804
14592.407 96.353 164.424
14592.773 96.234 164.152
14593.140 96.110 164.004
14593.506 95.986 163.986
14593.872 95.867 164.093
14594.238 95.759 164.307
14594.604 95.664 164.601
14594.971 95.582 164.946
14595.337 95.515 165.317
14595.703 95.461 165.690
14596.069 95.418 166.049
14596.436 95.384 166.379
14596.802 95.357 166.670
14597.168 95.332 166.923
14597.534 95.308 167.151
14597.900 95.283 167.369
14598.267 95.258 167.594
14598.633 95.235 167.834
14598.999 95.217 168.086
14599.365 95.205 168.341
14599.731 95.198 168.586
14600.098 95.198 168.808
14600.464 95.204 168.997
14600.830 95.213 169.140
14601.196 95.224 169.231
14601.562 95.233 169.269
14601.929 95.240 169.261
14602.295 95.242 169.219
14602.661 95.238 169.157
14603.027 95.230 169.081
14603.394 95.217 168.994
14603.760 95.200 168.894
14604.126 95.176 168.783
14604.492 95.144 168.672
14604.858 95.104 168.579
14605.225 95.055 168.522
14605.591 95.001 168.520
14605.957 94.942 168.586
14606.323 94.884 168.723
14606.689 94.829 168.927
14607.056 94.781 169.186
14607.422 94.740 169.479
14607.788 94.709 169.781
14608.154 94.685 170.071
14608.521 94.665 170.335
14608.887 94.647 170.570
14609.253 94.627 170.786
14609.619 94.605 170.999
14609.985 94.579 171.225
14610.352 94.551 171.480
14610.718 94.523 171.776
14611.084 94.496 172.120
14611.450 94.475 172.517
14611.816 94.462 172.956
14612.183 94.461 173.419
14612.549 94.472 173.876
14612.915 94.496 174.294
14613.281 94.529 174.649
14613.647 94.566 174.930
14614.014 94.603 175.139
14614.380 94.637 175.290
14614.746 94.667 175.397
14615.112 94.692 175.476
14615.479 94.712 175.537
14615.845 94.728 175.590
14616.211 94.739 175.642
14616.577 94.747 175.700
14616.943 94.752 175.768
14617.310 94.755 175.850
14617.676 94.759 175.944
14618.042 94.763 176.044
14618.408 94.768 176.143
14618.774 94.774 176.233
14619.141 94.778 176.308
14619.507 94.781 176.368
14619.873 94.780 176.420
14620.239 94.774 176.474
14620.605 94.762 176.546
14620.972 94.746 176.651
14621.338 94.727 176.802
14621.704 94.708 177.008
14622.070 94.692 177.267
14622.437 94.682 177.571
14622.803 94.678 177.904
14623.169 94.683 178.248
14623.535 94.694 178.590
14623.901 94.711 178.921
14624.268 94.731 179.238
14624.634 94.756 179.541
14625.000 94.783 179.834
14625.366 94.812 -179.881
14625.732 94.844 -179.602
14626.099 94.879 -179.324
14626.465 94.918 -179.047
14626.831 94.962 -178.771
14627.197 95.012 -178.500
14627.563 95.070 -178.248
14627.930 95.137 -178.031
14628.296 95.212 -177.871
14628.662 95.292 -177.786
14629.028 95.376 -177.793
14629.395 95.459 -177.897
14629.761 95.537 -178.095
14630.127 95.606 -178.376
14630.493 95.664 -178.720
14630.859 95.709 -179.102
14631.226 95.740 -179.501
14631.592 95.759 -179.892
14631.958 95.766 179.741
14632.324 95.765 179.414
14632.690 95.757 179.131
14633.057 95.745 178.893
14633.423 95.731 178.695
14633.789 95.715 178.529
14634.155 95.697 178.394
14634.521 95.677 178.291
14634.888 95.656 178.228
14635.254 95.635 178.209
14635.620 95.617 178.233
14635.986 95.602 178.294
14636.353 95.592 178.379
14636.719 95.587 178.479
14637.085 95.586 178.587
14637.451 95.589 178.704
14637.817 95.598 178.831
14638.184 95.613 178.961
14638.550 95.635 179.081
14638.916 95.666 179.169
14639.282 95.703 179.203
14639.648 95.742 179.169
14640.015 95.781 179.062
14640.381 95.816 178.890
14640.747 95.843 178.666
14641.113 95.861 178.409
14641.479 95.870 178.136
14641.846 95.869 177.867
14642.212 95.860 177.618
14642.578 95.845 177.403
14642.944 95.826 177.228
14643.311 95.806 177.089
14643.677 95.787 176.974
14644.043 95.769 176.864
14644.409 95.752 176.744
14644.775 95.733 176.605
14645.142 95.709 176.449
14645.508 95.677 176.284
14645.874 95.636 176.127
14646.240 95.584 176.001
14646.606 95.521 175.931
14646.973 95.449 175.948
14647.339 95.372 176.075
14647.705 95.295 176.329
14648.071 95.223 176.709
14648.438 95.163 177.202
14648.804 95.117 177.782
14649.170 95.088 178.424
14649.536 95.077 179.102
14649.902 95.084 179.791
14650.269 95.110 -179.535
14650.635 95.152 -178.901
14651.001 95.209 -178.332
14651.367 95.277 -177.839
14651.733 95.351 -177.424
14652.100 95.429 -177.079
14652.466 95.509 -176.791
14652.832 95.593 -176.554
14653.198 95.680 -176.368
14653.564 95.770 -176.237
14653.931 95.863 -176.167
14654.297 95.957 -176.161
14654.663 96.052 -176.223
14655.029 96.147 -176.354
14655.396 96.240 -176.559
14655.762 96.330 -176.841
14656.128 96.415 -177.203
14656.494 96.493 -177.639
14656.860 96.560 -178.141
14657.227 96.616 -178.697
14657.593 96.659 -179.294
14657.959 96.689 -179.919
14658.325 96.704 179.441
14658.691 96.703 178.802
14659.058 96.687 178.186
14659.424 96.654 177.617
14659.790 96.608 177.120
14660.156 96.551 176.719
14660.522 96.487 176.431
14660.889 96.421 176.264
14661.255 96.359 176.213
14661.621 96.305 176.261
14661.987 96.264 176.382
14662.354 96.236 176.539
14662.720 96.222 176.698
14663.086 96.219 176.830
14663.452 96.223 176.918
14663.818 96.231 176.958
14664.185 96.239 176.951
14664.551 96.245 176.908
14664.917 96.246 176.841
14665.283 96.241 176.768
14665.649 96.231 176.709
14666.016 96.217 176.682
14666.382 96.201 176.702
14666.748 96.187 176.774
14667.114 96.177 176.893
14667.480 96.174 177.048
14667.847 96.181 177.221
14668.213 96.198 177.393
14668.579 96.225 177.541
14668.945 96.260 177.643
14669.312 96.301 177.682
14669.678 96.343 177.654
14670.044 96.382 177.567
14670.410 96.418 177.436
14670.776 96.448 177.283
14671.143 96.474 177.122
14671.509 96.497 176.961
14671.875 96.518 176.800
14672.241 96.539 176.639
14672.607 96.559 176.476
14672.974 96.580 176.309
14673.340 96.602 176.133
14673.706 96.626 175.940
14674.072 96.650 175.720
14674.438 96.674 175.462
14674.805 96.696 175.164
14675.171 96.713 174.828
14675.537 96.723 174.460
14675.903 96.726 174.072
14676.270 96.721 173.674
14676.636 96.706 173.280
14677.002 96.682 172.905
14677.368 96.650 172.567
14677.734 96.611 172.284
14678.101 96.568 172.065
14678.467 96.526 171.917
14678.833 96.486 171.832
14679.199 96.453 171.795
14679.565 96.428 171.785
14679.932 96.411 171.780
14680.298 96.400 171.759
14680.664 96.394 171.712
14681.030 96.391 171.635
14681.396 96.389 171.530
14681.763 96.387 171.398
14682.129 96.383 171.240
14682.495 96.378 171.057
14682.861 96.370 170.851
14683.228 96.357 170.628
14683.594 96.339 170.398
14683.960 96.316 170.173
14684.326 96.288 169.963
14684.692 96.256 169.773
14685.059 96.221 169.604
14685.425 96.185 169.456
14685.791 96.146 169.329
14686.157 96.105 169.226
14686.523 96.062 169.152
14686.890 96.018 169.115
14687.256 95.973 169.120
14687.622 95.931 169.172
14687.988 95.892 169.270
14688.354 95.860 169.406
14688.721 95.836 169.568
14689.087 95.821 169.739
14689.453 95.816 169.899
14689.819 95.820 170.029
14690.186 95.832 170.112
14690.552 95.848 170.135
14690.918 95.866 170.089
14691.284 95.884 169.970
14691.650 95.898 169.783
14692.017 95.905 169.534
14692.383 95.904 169.233
14692.749 95.890 168.893
14693.115 95.863 168.533
14693.481 95.821 168.182
14693.848 95.763 167.877
14694.214 95.692 167.651
14694.580 95.613 167.533
14694.946 95.534 167.529
14695.312 95.459 167.625
14695.679 95.392 167.796
14696.045 95.336 168.011
14696.411 95.288 168.247
14696.777 95.248 168.492
14697.144 95.215 168.735
14697.510 95.187 168.968
14697.876 95.164 169.185
14698.242 95.144 169.381
14698.608 95.125 169.558
14698.975 95.105 169.722
14699.341 95.085 169.884
14699.707 95.064 170.049
14700.073 95.043 170.224
14700.439 95.022 170.411
14700.806 95.002 170.615
14701.172 94.985 170.840
14701.538 94.971 171.084
14701.904 94.963 171.340
14702.271 94.962 171.589
14702.637 94.968 171.816
14703.003 94.978 172.007
14703.369 94.990 172.158
14703.735 95.003 172.267
14704.102 95.016 172.336
14704.468 95.026 172.364
14704.834 95.032 172.351
14705.200 95.032 172.305
14705.566 95.023 172.243
14705.933 95.004 172.191
14706.299 94.976 172.176
14706.665 94.941 172.219
14707.031 94.905 172.331
14707.397 94.871 172.511
14707.764 94.841 172.748
14708.130 94.819 173.022
14708.496 94.806 173.317
14708.862 94.799 173.614
14709.229 94.800 173.900
14709.595 94.807 174.168
14709.961 94.817 174.414
14710.327 94.831 174.635
14710.693 94.849 174.831
14711.060 94.869 174.994
14711.426 94.892 175.120
14711.792 94.915 175.201
14712.158 94.937 175.235
14712.524 94.956 175.222
14712.891 94.971 175.164
14713.257 94.978 175.068
14713.623 94.977 174.943
14713.989 94.964 174.804
14714.355 94.940 174.673
14714.722 94.903 174.574
14715.088 94.856 174.535
14715.454 94.799 174.577
14715.820 94.738 174.718
14716.187 94.675 174.967
14716.553 94.615 175.327
14716.919 94.562 175.795
14717.285 94.521 176.364
14717.651 94.494 177.018
14718.018 94.486 177.734
14718.384 94.500 178.478
14718.750 94.537 179.209
14719.116 94.595 179.884
14719.482 94.670 -179.533
14719.849 94.757 -179.062
14720.215 94.851 -178.710
14720.581 94.947 -178.471
14720.947 95.042 -178.329
14721.313 95.133 -178.272
14721.680 95.219 -178.285
14722.046 95.301 -178.358
14722.412 95.377 -178.481
14722.778 95.448 -178.647
14723.145 95.514 -178.852
14723.511 95.575 -179.098
14723.877 95.631 -179.388
14724.243 95.681 -179.725
14724.609 95.721 179.895
14724.976 95.749 179.484
14725.342 95.766 179.063
14725.708 95.769 178.653
14726.074 95.761 178.276
14726.440 95.743 177.946
14726.807 95.719 177.674
14727.173 95.691 177.463
14727.539 95.660 177.312
14727.905 95.631 177.215
14728.271 95.603 177.162
14728.638 95.577 177.140
14729.004 95.554 177.139
14729.370 95.532 177.155
14729.736 95.510 177.190
14730.103 95.487 177.251
14730.469 95.466 177.348
14730.835 95.446 177.483
14731.201 95.431 177.654
14731.567 95.422 177.852
14731.934 95.419 178.065
14732.300 95.424 178.283
14732.666 95.435 178.494
14733.032 95.453 178.689
14733.398 95.477 178.854
14733.765 95.506 178.979
14734.131 95.537 179.057
14734.497 95.567 179.088
14734.863 95.595 179.078
14735.229 95.620 179.036
14735.596 95.640 178.970
14735.962 95.655 178.889
14736.328 95.663 178.803
14736.694 95.665 178.730
14737.061 95.660 178.687
14737.427 95.651 178.693
14737.793 95.641 178.757
14738.159 95.634 178.877
14738.525 95.632 179.044
14738.892 95.637 179.245
14739.258 95.649 179.468
14739.624 95.669 179.705
14739.990 95.697 179.948
14740.356 95.734 -179.812
14740.723 95.781 -179.592
14741.089 95.837 -179.406
14741.455 95.902 -179.274
14741.821 95.973 -179.210
14742.188 96.048 -179.227
14742.554 96.124 -179.332
14742.920 96.196 -179.524
14743.286 96.262 -179.793
14743.652 96.318 179.881
14744.019 96.362 179.523
14744.385 96.397 179.158
14744.751 96.422 178.806
14745.117 96.441 178.480
14745.483 96.456 178.184
14745.850 96.471 177.913
14746.216 96.486 177.656
14746.582 96.503 177.399
14746.948 96.522 177.125
14747.314 96.540 176.827
14747.681 96.555 176.505
14748.047 96.566 176.166
14748.413 96.572 175.823
14748.779 96.574 175.483
14749.146 96.573 175.151
14749.512 96.570 174.823
14749.878 96.566 174.495
14750.244 96.560 174.162
14750.610 96.551 173.824
14750.977 96.539 173.479
14751.343 96.523 173.127
14751.709 96.502 172.768
14752.075 96.476 172.407
14752.441 96.442 172.051
14752.808 96.401 171.714
14753.174 96.352 171.411
14753.540 96.296 171.158
14753.906 96.236 170.966
14754.272 96.175 170.842
14754.639 96.114 170.784
14755.005 96.057 170.786
14755.371 96.005 170.839
14755.737 95.960 170.929
14756.104 95.923 171.041
14756.470 95.892 171.162
14756.836 95.869 171.280
14757.202 95.851 171.385
14757.568 95.838 171.470
14757.935 95.828 171.530
14758.301 95.820 171.563
14758.667 95.811 171.577
14759.033 95.802 171.579
14759.399 95.794 171.578
14759.766 95.786 171.574
14760.132 95.782 171.560
14760.498 95.781 171.523
14760.864 95.783 171.445
14761.230 95.784 171.315
14761.597 95.782 171.130
14761.963 95.774 170.893
14762.329 95.756 170.613
14762.695 95.728 170.303
14763.062 95.686 169.983
14763.428 95.628 169.675
14763.794 95.555 169.409
14764.160 95.467 169.220
14764.526 95.366 169.142
14764.893 95.258 169.203
14765.259 95.149 169.418
14765.625 95.046 169.786
14765.991 94.954 170.292
14766.357 94.881 170.906
14766.724 94.827 171.595
14767.090 94.796 172.318
14767.456 94.786 173.039
14767.822 94.795 173.727
14768.188 94.821 174.357
14768.555 94.861 174.912
14768.921 94.910 175.383
14769.287 94.966 175.765
14769.653 95.024 176.062
14770.020 95.084 176.281
14770.386 95.143 176.430
14770.752 95.200 176.516
14771.118 95.254 176.546
14771.484 95.304 176.523
14771.851 95.349 176.452
14772.217 95.389 176.339
14772.583 95.423 176.191
14772.949 95.448 176.017
14773.315 95.467 175.824
14773.682 95.476 175.621
14774.048 95.477 175.418
14774.414 95.468 175.233
14774.780 95.449 175.085
14775.146 95.424 174.998
14775.513 95.395 174.985
14775.879 95.367 175.049
14776.245 95.345 175.178
14776.611 95.331 175.350
14776.978 95.326 175.542
14777.344 95.330 175.731
14777.710 95.340 175.901
14778.076 95.357 176.039
14778.442 95.375 176.138
14778.809 95.394 176.199
14779.175 95.410 176.230
14779.541 95.422 176.250
14779.907 95.431 176.275
14780.273 95.438 176.321
14780.640 95.445 176.389
14781.006 95.455 176.475
14781.372 95.469 176.566
14781.738 95.487 176.650
14782.104 95.508 176.718
14782.471 95.531 176.764
14782.837 95.556 176.784
14783.203 95.580 176.776
14783.569 95.602 176.745
14783.936 95.621 176.698
14784.302 95.636 176.648
14784.668 95.649 176.607
14785.034 95.661 176.581
14785.400 95.673 176.571
14785.767 95.687 176.576
14786.133 95.705 176.589
14786.499 95.726 176.603
14786.865 95.753 176.607
14787.231 95.786 176.588
14787.598 95.824 176.528
14787.964 95.866 176.409
14788.330 95.908 176.218
14788.696 95.948 175.950
14789.062 95.982 175.608
14789.429 96.006 175.205
14789.795 96.018 174.755
14790.161 96.017 174.279
14790.527 96.001 173.798
14790.894 95.971 173.334
14791.260 95.926 172.910
14791.626 95.870 172.549
14791.992 95.803 172.270
14792.358 95.731 172.086
14792.725 95.656 172.001
14793.091 95.583 172.010
14793.457 95.516 172.100
14793.823 95.455 172.253
14794.189 95.403 172.452
14794.556 95.359 172.682
14794.922 95.324 172.928
14795.288 95.296 173.177
14795.654 95.276 173.417
14796.021 95.261 173.635
14796.387 95.249 173.826
14796.753 95.238 173.986
14797.119 95.226 174.117
14797.485 95.210 174.229
14797.852 95.188 174.337
14798.218 95.158 174.465
14798.584 95.121 174.642
14798.950 95.079 174.898
14799.316 95.037 175.258
14799.683 95.001 175.728
14800.049 94.976 176.299
14800.415 94.969 176.946
14800.781 94.983 177.637
14801.147 95.018 178.333
14801.514 95.076 178.995
14801.880 95.155 179.586
14802.246 95.250 -179.929
14802.612 95.357 -179.571
14802.979 95.470 -179.348
14803.345 95.584 -179.254
14803.711 95.696 -179.274
14804.077 95.803 -179.396
14804.443 95.905 -179.609
14804.810 95.999 -179.909
14805.176 96.084 179.715
14805.542 96.157 179.275
14805.908 96.218 178.791
14806.274 96.265 178.281
14806.641 96.301 177.762
14807.007 96.324 177.249
14807.373 96.336 176.758
14807.739 96.338 176.306
14808.105 96.333 175.908
14808.472 96.326 175.570
14808.838 96.319 175.286
14809.204 96.317 175.038
14809.570 96.320 174.798
14809.937 96.328 174.542
14810.303 96.337 174.255
14810.669 96.347 173.930
14811.035 96.353 173.569
14811.401 96.354 173.175
14811.768 96.349 172.757
14812.134 96.335 172.325
14812.500 96.313 171.896
14812.866 96.281 171.486
14813.232 96.242 171.112
14813.599 96.197 170.780
14813.965 96.150 170.492
14814.331 96.100 170.243
14814.697 96.048 170.030
14815.063 95.995 169.852
14815.430 95.941 169.713
14815.796 95.888 169.614
14816.162 95.836 169.553
14816.528 95.788 169.523
14816.895 95.744 169.513
14817.261 95.703 169.513
14817.627 95.665 169.513
14817.993 95.629 169.508
14818.359 95.594 169.495
14818.726 95.559 169.474
14819.092 95.522 169.446
14819.458 95.482 169.417
14819.824 95.438 169.396
14820.190 95.390 169.391
14820.557 95.337 169.418
14820.923 95.280 169.489
14821.289 95.221 169.618
14821.655 95.162 169.815
14822.021 95.105 170.087
14822.388 95.055 170.431
14822.754 95.014 170.838
14823.120 94.985 171.291
14823.486 94.969 171.770
14823.853 94.967 172.253
14824.219 94.978 172.718
14824.585 95.003 173.143
14824.951 95.037 173.511
14825.317 95.080 173.806
14825.684 95.127 174.024
14826.050 95.175 174.166
14826.416 95.221 174.242
14826.782 95.264 174.265
14827.148 95.304 174.243
14827.515 95.340 174.187
14827.881 95.372 174.103
14828.247 95.400 173.996
14828.613 95.425 173.872
14828.979 95.447 173.733
14829.346 95.466 173.578
14829.712 95.482 173.403
14830.078 95.494 173.202
14830.444 95.501 172.981
14830.811 95.500 172.750
14831.177 95.492 172.527
14831.543 95.477 172.328
14831.909 95.457 172.164
14832.275 95.435 172.037
14832.642 95.411 171.945
14833.008 95.389 171.885
14833.374 95.367 171.852
14833.740 95.349 171.838
14834.106 95.335 171.829
14834.473 95.325 171.804
14834.839 95.315 171.749
14835.205 95.302 171.661
14835.571 95.283 171.556
14835.938 95.256 171.461
14836.304 95.222 171.399
14836.670 95.186 171.382
14837.036 95.149 171.407
14837.402 95.114 171.463
14837.769 95.079 171.544
14838.135 95.044 171.651
14838.501 95.009 171.795
14838.867 94.976 171.983
14839.233 94.947 172.215
14839.600 94.926 172.479
14839.966 94.912 172.757
14840.332 94.905 173.036
14840.698 94.904 173.305
14841.064 94.909 173.561
14841.431 94.917 173.801
14841.797 94.929 174.025
14842.163 94.943 174.232
14842.529 94.959 174.427
14842.896 94.978 174.615
14843.262 94.999 174.797
14843.628 95.026 174.966
14843.994 95.056 175.109
14844.360 95.089 175.213
14844.727 95.124 175.274
14845.093 95.156 175.299
14845.459 95.185 175.301
14845.825 95.213 175.292
14846.191 95.239 175.279
14846.558 95.266 175.257
14846.924 95.294 175.220
14847.290 95.322 175.163
14847.656 95.350 175.086
14848.022 95.378 174.989
14848.389 95.406 174.868
14848.755 95.435 174.715
14849.121 95.464 174.517
14849.487 95.490 174.264
14849.854 95.510 173.959
14850.220 95.520 173.617
14850.586 95.520 173.259
14850.952 95.510 172.903
14851.318 95.492 172.564
14851.685 95.466 172.249
14852.051 95.434 171.958
14852.417 95.397 171.696
14852.783 95.354 171.466
14853.149 95.307 171.273
14853.516 95.257 171.119
14853.882 95.205 171.002
14854.248 95.151 170.917
14854.614 95.095 170.862
14854.980 95.037 170.838
14855.347 94.976 170.852
14855.713 94.913 170.911
14856.079 94.849 171.021
14856.445 94.786 171.186
14856.812 94.724 171.406
14857.178 94.666 171.678
14857.544 94.611 171.999
14857.910 94.563 172.363
14858.276 94.520 172.766
14858.643 94.485 173.200
14859.009 94.457 173.660
14859.375 94.436 174.137
14859.741 94.424 174.624
14860.107 94.418 175.117
14860.474 94.421 175.610
14860.840 94.430 176.101
14861.206 94.447 176.589
14861.572 94.471 177.067
14861.938 94.504 177.530
14862.305 94.544 177.970
14862.671 94.592 178.375
14863.037 94.646 178.741
14863.403 94.706 179.061
14863.770 94.770 179.333
14864.136 94.837 179.550
14864.502 94.907 179.709
14864.868 94.978 179.804
14865.234 95.047 179.835
14865.601 95.111 179.806
14865.967 95.170 179.731
14866.333 95.221 179.625
14866.699 95.264 179.506
14867.065 95.301 179.389
14867.432 95.334 179.284
14867.798 95.363 179.193
14868.164 95.390 179.119
14868.530 95.417 179.058
14868.896 95.444 179.010
14869.263 95.472 178.970
14869.629 95.502 178.933
14869.995 95.535 178.892
14870.361 95.571 178.838
14870.728 95.608 178.761
14871.094 95.646 178.659
14871.460 95.683 178.533
14871.826 95.718 178.385
14872.192 95.752 178.220
14872.559 95.783 178.041
14872.925 95.813 177.849
14873.291 95.840 177.648
14873.657 95.865 177.440
14874.023 95.888 177.233
14874.390 95.908 177.028
14874.756 95.929 176.827
14875.122 95.949 176.623
14875.488 95.970 176.411
14875.854 95.991 176.188
14876.221 96.012 175.949
14876.587 96.032 175.694
14876.953 96.051 175.418
14877.319 96.069 175.116
14877.686 96.084 174.780
14878.052 96.095 174.409
14878.418 96.099 174.007
14878.784 96.094 173.591
14879.150 96.079 173.180
14879.517 96.056 172.792
14879.883 96.026 172.441
14880.249 95.991 172.129
14880.615 95.954 171.856
14880.981 95.915 171.619
14881.348 95.874 171.417
14881.714 95.833 171.252
14882.080 95.793 171.126
14882.446 95.757 171.033
14882.812 95.724 170.958
14883.179 95.695 170.886
14883.545 95.669 170.803
14883.911 95.643 170.707
14884.277 95.616 170.601
14884.644 95.586 170.495
14885.010 95.554 170.398
14885.376 95.520 170.314
14885.742 95.485 170.246
14886.108 95.449 170.193
14886.475 95.412 170.158
14886.841 95.375 170.144
14887.207 95.338 170.150
14887.573 95.303 170.173
14887.939 95.268 170.209
14888.306 95.235 170.257
14888.672 95.203 170.318
14889.038 95.173 170.394
14889.404 95.145 170.484
14889.771 95.122 170.577
14890.137 95.103 170.659
14890.503 95.086 170.712
14890.869 95.070 170.729
14891.235 95.050 170.711
14891.602 95.023 170.674
14891.968 94.988 170.640
14892.334 94.945 170.631
14892.700 94.895 170.668
14893.066 94.841 170.770
14893.433 94.785 170.950
14893.799 94.730 171.216
14894.165 94.683 171.565
14894.531 94.645 171.981
14894.897 94.622 172.438
14895.264 94.612 172.905
14895.630 94.614 173.358
14895.996 94.627 173.781
14896.362 94.647 174.173
14896.729 94.675 174.532
14897.095 94.710 174.851
14897.461 94.753 175.115
14897.827 94.800 175.311
14898.193 94.848 175.427
14898.560 94.894 175.466
14898.926 94.933 175.443
