* Measurement data saved by REW V5.13 Beta 7
* Source: Microphone (Umik-1  Gain: 18dB  ), MICROPHONE (Master Volume), Left channel, volume: 0.530
* Format:   1M Log Swept Sine, 1 sweep at -23.0 dB FS
* Dated: 12-Sep-2015 19:46:57
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Sep 12 19:46:57
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
4795.166 95.979 -142.708
4795.532 96.624 -143.636
4795.898 97.185 -145.061
4796.265 97.663 -146.828
4796.631 98.061 -148.834
4796.997 98.380 -150.997
4797.363 98.618 -153.220
4797.729 98.774 -155.383
4798.096 98.857 -157.354
4798.462 98.879 -159.015
4798.828 98.859 -160.288
4799.194 98.818 -161.144
4799.561 98.771 -161.583
4799.927 98.735 -161.615
4800.293 98.725 -161.242
4800.659 98.765 -160.491
4801.025 98.882 -159.469
4801.392 99.097 -158.398
4801.758 99.412 -157.584
4802.124 99.802 -157.305
4802.490 100.225 -157.706
4802.856 100.636 -158.766
4803.223 101.004 -160.334
4803.589 101.315 -162.213
4803.955 101.574 -164.225
4804.321 101.796 -166.272
4804.688 101.996 -168.345
4805.054 102.184 -170.503
4805.420 102.356 -172.819
4805.786 102.502 -175.326
4806.152 102.610 -177.998
4806.519 102.671 179.239
4806.885 102.686 176.474
4807.251 102.661 173.770
4807.617 102.607 171.144
4807.983 102.529 168.575
4808.350 102.429 166.022
4808.716 102.302 163.460
4809.082 102.140 160.896
4809.448 101.935 158.371
4809.814 101.686 155.950
4810.181 101.391 153.712
4810.547 101.056 151.737
4810.913 100.692 150.093
4811.279 100.314 148.825
4811.646 99.942 147.923
4812.012 99.592 147.312
4812.378 99.273 146.859
4812.744 98.982 146.420
4813.110 98.701 145.902
4813.477 98.410 145.299
4813.843 98.094 144.685
4814.209 97.748 144.166
4814.575 97.379 143.819
4814.941 96.994 143.659
4815.308 96.594 143.651
4815.674 96.168 143.780
4816.040 95.695 144.126
4816.406 95.160 144.921
4816.772 94.570 146.539
4817.139 93.977 149.390
4817.505 93.485 153.679
4817.871 93.226 159.081
4818.237 93.280 164.652
4818.604 93.609 169.295
4818.970 94.085 172.405
4819.336 94.581 174.019
4819.702 95.015 174.534
4820.068 95.360 174.415
4820.435 95.628 174.023
4820.801 95.846 173.553
4821.167 96.044 173.033
4821.533 96.241 172.367
4821.899 96.440 171.408
4822.266 96.628 170.022
4822.632 96.781 168.128
4822.998 96.869 165.708
4823.364 96.856 162.827
4823.730 96.707 159.647
4824.097 96.390 156.446
4824.463 95.888 153.630
4824.829 95.209 151.718
4825.195 94.404 151.261
4825.562 93.577 152.645
4825.928 92.868 155.783
4826.294 92.378 159.973
4826.660 92.107 164.311
4827.026 91.971 168.350
4827.393 91.904 172.253
4827.759 91.917 176.358
4828.125 92.082 -179.366
4828.491 92.443 -175.484
4828.857 92.962 -172.711
4829.224 93.535 -171.386
4829.590 94.061 -171.361
4829.956 94.482 -172.227
4830.322 94.786 -173.564
4830.688 94.984 -175.073
4831.055 95.100 -176.606
4831.421 95.146 -178.120
4831.787 95.125 -179.595
4832.153 95.033 179.038
4832.520 94.866 177.926
4832.886 94.636 177.266
4833.252 94.374 177.226
4833.618 94.126 177.853
4833.984 93.938 179.002
4834.351 93.837 -179.636
4834.717 93.816 -178.414
4835.083 93.838 -177.567
4835.449 93.856 -177.145
4835.815 93.832 -177.028
4836.182 93.740 -176.988
4836.548 93.575 -176.742
4836.914 93.353 -176.000
4837.280 93.116 -174.534
4837.646 92.924 -172.273
4838.013 92.841 -169.409
4838.379 92.903 -166.373
4838.745 93.100 -163.649
4839.111 93.382 -161.532
4839.478 93.698 -160.057
4839.844 94.014 -159.098
4840.210 94.324 -158.531
4840.576 94.628 -158.325
4840.942 94.921 -158.533
4841.309 95.182 -159.202
4841.675 95.383 -160.280
4842.041 95.496 -161.594
4842.407 95.514 -162.887
4842.773 95.446 -163.893
4843.140 95.325 -164.423
4843.506 95.191 -164.432
4843.872 95.075 -164.024
4844.238 94.992 -163.383
4844.604 94.933 -162.655
4844.971 94.880 -161.865
4845.337 94.823 -160.917
4845.703 94.770 -159.672
4846.069 94.750 -158.057
4846.436 94.799 -156.160
4846.802 94.939 -154.225
4847.168 95.162 -152.550
4847.534 95.439 -151.336
4847.900 95.729 -150.618
4848.267 96.005 -150.289
4848.633 96.257 -150.197
4848.999 96.491 -150.234
4849.365 96.717 -150.380
4849.731 96.941 -150.692
4850.098 97.157 -151.243
4850.464 97.346 -152.063
4850.830 97.490 -153.104
4851.196 97.573 -154.254
4851.562 97.588 -155.364
4851.929 97.536 -156.269
4852.295 97.425 -156.798
4852.661 97.271 -156.767
4853.027 97.106 -155.999
4853.394 96.980 -154.380
4853.760 96.963 -151.985
4854.126 97.119 -149.182
4854.492 97.472 -146.588
4854.858 97.984 -144.811
4855.225 98.579 -144.188
4855.591 99.174 -144.723
4855.957 99.714 -146.205
4856.323 100.168 -148.354
4856.689 100.530 -150.920
4857.056 100.804 -153.729
4857.422 100.998 -156.681
4857.788 101.114 -159.725
4858.154 101.150 -162.814
4858.521 101.098 -165.865
4858.887 100.954 -168.742
4859.253 100.718 -171.268
4859.619 100.406 -173.255
4859.985 100.043 -174.553
4860.352 99.664 -175.084
4860.718 99.303 -174.855
4861.084 98.990 -173.926
4861.450 98.752 -172.376
4861.816 98.622 -170.329
4862.183 98.633 -168.027
4862.549 98.803 -165.869
4862.915 99.114 -164.317
4863.281 99.508 -163.703
4863.647 99.917 -164.102
4864.014 100.283 -165.372
4864.380 100.575 -167.266
4864.746 100.781 -169.546
4865.112 100.904 -172.036
4865.479 100.946 -174.625
4865.845 100.910 -177.227
4866.211 100.795 -179.743
4866.577 100.602 177.959
4866.943 100.344 176.019
4867.310 100.041 174.534
4867.676 99.720 173.511
4868.042 99.396 172.879
4868.408 99.071 172.553
4868.774 98.737 172.529
4869.141 98.389 172.923
4869.507 98.044 173.910
4869.873 97.745 175.579
4870.239 97.546 177.795
4870.605 97.478 -179.802
4870.972 97.531 -177.628
4871.338 97.662 -175.927
4871.704 97.826 -174.711
4872.070 97.997 -173.845
4872.437 98.175 -173.203
4872.803 98.369 -172.751
4873.169 98.586 -172.558
4873.535 98.820 -172.732
4873.901 99.052 -173.345
4874.268 99.260 -174.396
4874.634 99.424 -175.819
4875.000 99.529 -177.507
4875.366 99.571 -179.342
4875.732 99.546 178.787
4876.099 99.458 176.987
4876.465 99.312 175.353
4876.831 99.119 173.966
4877.197 98.890 172.880
4877.563 98.641 172.117
4877.930 98.382 171.661
4878.296 98.123 171.479
4878.662 97.864 171.546
4879.028 97.608 171.862
4879.395 97.360 172.452
4879.761 97.130 173.328
4880.127 96.932 174.455
4880.493 96.777 175.737
4880.859 96.662 177.050
4881.226 96.574 178.307
4881.592 96.495 179.516
4881.958 96.413 -179.225
4882.324 96.332 -177.776
4882.690 96.274 -176.047
4883.057 96.268 -174.071
4883.423 96.335 -172.017
4883.789 96.472 -170.107
4884.155 96.658 -168.495
4884.521 96.865 -167.187
4884.888 97.077 -166.069
4885.254 97.298 -165.003
4885.620 97.552 -163.946
4885.986 97.862 -163.011
4886.353 98.235 -162.433
4886.719 98.650 -162.444
4887.085 99.070 -163.167
4887.451 99.454 -164.570
4887.817 99.770 -166.507
4888.184 100.003 -168.789
4888.550 100.150 -171.232
4888.916 100.216 -173.689
4889.282 100.211 -176.054
4889.648 100.142 -178.248
4890.015 100.021 179.791
4890.381 99.857 178.119
4890.747 99.664 176.776
4891.113 99.457 175.779
4891.479 99.251 175.101
4891.846 99.059 174.675
4892.212 98.884 174.413
4892.578 98.724 174.238
4892.944 98.572 174.109
4893.311 98.417 174.034
4893.677 98.257 174.056
4894.043 98.093 174.232
4894.409 97.932 174.607
4894.775 97.785 175.184
4895.142 97.665 175.924
4895.508 97.577 176.755
4895.874 97.519 177.594
4896.240 97.486 178.387
4896.606 97.469 179.117
4896.973 97.461 179.801
4897.339 97.461 -179.527
4897.705 97.473 -178.852
4898.071 97.499 -178.178
4898.438 97.544 -177.536
4898.804 97.606 -176.959
4899.170 97.684 -176.478
4899.536 97.775 -176.120
4899.902 97.873 -175.920
4900.269 97.971 -175.906
4900.635 98.055 -176.076
4901.001 98.110 -176.366
4901.367 98.128 -176.640
4901.733 98.116 -176.730
4902.100 98.100 -176.516
4902.466 98.116 -176.013
4902.832 98.191 -175.410
4903.198 98.329 -174.988
4903.564 98.503 -174.973
4903.931 98.671 -175.420
4904.297 98.800 -176.208
4904.663 98.875 -177.130
4905.029 98.902 -177.989
4905.396 98.903 -178.674
4905.762 98.899 -179.182
4906.128 98.904 -179.579
4906.494 98.924 -179.951
4906.860 98.956 179.633
4907.227 98.995 179.126
4907.593 99.035 178.492
4907.959 99.065 177.717
4908.325 99.074 176.830
4908.691 99.056 175.914
4909.058 99.013 175.075
4909.424 98.964 174.379
4909.790 98.929 173.776
4910.156 98.922 173.095
4910.522 98.930 172.123
4910.889 98.917 170.737
4911.255 98.839 168.988
4911.621 98.661 167.109
4911.987 98.372 165.440
4912.354 97.989 164.340
4912.720 97.559 164.071
4913.086 97.146 164.694
4913.452 96.811 166.019
4913.818 96.584 167.662
4914.185 96.457 169.216
4914.551 96.390 170.416
4914.917 96.333 171.213
4915.283 96.245 171.742
4915.649 96.105 172.259
4916.016 95.920 173.048
4916.382 95.720 174.323
4916.748 95.553 176.127
4917.114 95.462 178.285
4917.480 95.456 -179.512
4917.847 95.516 -177.509
4918.213 95.603 -175.748
4918.579 95.696 -174.079
4918.945 95.804 -172.302
4919.312 95.961 -170.347
4919.678 96.206 -168.369
4920.044 96.551 -166.698
4920.410 96.971 -165.651
4920.776 97.421 -165.384
4921.143 97.856 -165.856
4921.509 98.245 -166.920
4921.875 98.577 -168.406
4922.241 98.852 -170.186
4922.607 99.072 -172.191
4922.974 99.238 -174.383
4923.340 99.346 -176.734
4923.706 99.391 -179.195
4924.072 99.367 178.307
4924.438 99.273 175.861
4924.805 99.110 173.559
4925.171 98.884 171.486
4925.537 98.601 169.725
4925.903 98.270 168.358
4926.270 97.906 167.462
4926.636 97.532 167.087
4927.002 97.173 167.202
4927.368 96.850 167.678
4927.734 96.567 168.314
4928.101 96.304 168.949
4928.467 96.028 169.577
4928.833 95.707 170.391
4929.199 95.341 171.739
4929.565 94.970 173.978
4929.932 94.676 177.263
4930.298 94.554 -178.667
4930.664 94.661 -174.488
4931.030 94.974 -170.971
4931.396 95.409 -168.596
4931.763 95.872 -167.433
4932.129 96.293 -167.277
4932.495 96.632 -167.805
4932.861 96.874 -168.687
4933.228 97.028 -169.628
4933.594 97.115 -170.410
4933.960 97.167 -170.916
4934.326 97.220 -171.159
4934.692 97.297 -171.271
4935.059 97.409 -171.448
4935.425 97.545 -171.872
4935.791 97.680 -172.651
4936.157 97.789 -173.796
4936.523 97.846 -175.242
4936.890 97.835 -176.867
4937.256 97.746 -178.520
4937.622 97.577 179.970
4937.988 97.338 178.768
4938.354 97.045 178.001
4938.721 96.723 177.730
4939.087 96.392 177.929
4939.453 96.062 178.530
4939.819 95.726 179.508
4940.186 95.375 -179.030
4940.552 95.021 -176.842
4940.918 94.711 -173.681
4941.284 94.530 -169.536
4941.650 94.565 -164.837
4942.017 94.842 -160.352
4942.383 95.308 -156.767
4942.749 95.876 -154.374
4943.115 96.469 -153.122
4943.481 97.041 -152.830
4943.848 97.568 -153.331
4944.214 98.030 -154.495
4944.580 98.407 -156.181
4944.946 98.684 -158.208
4945.312 98.855 -160.349
4945.679 98.925 -162.373
4946.045 98.914 -164.093
4946.411 98.850 -165.407
4946.777 98.758 -166.292
4947.144 98.655 -166.769
4947.510 98.553 -166.848
4947.876 98.467 -166.509
4948.242 98.422 -165.748
4948.608 98.451 -164.654
4948.975 98.580 -163.465
4949.341 98.813 -162.524
4949.707 99.124 -162.147
4950.073 99.466 -162.508
4950.439 99.790 -163.600
4950.806 100.054 -165.281
4951.172 100.237 -167.333
4951.538 100.333 -169.528
4951.904 100.348 -171.669
4952.271 100.301 -173.625
4952.637 100.212 -175.342
4953.003 100.095 -176.835
4953.369 99.958 -178.148
4953.735 99.801 -179.304
4954.102 99.623 179.709
4954.468 99.427 178.930
4954.834 99.218 178.378
4955.200 99.005 178.028
4955.566 98.785 177.841
4955.933 98.546 177.823
4956.299 98.279 178.090
4956.665 97.987 178.862
4957.031 97.706 -179.633
4957.397 97.498 -177.339
4957.764 97.433 -174.519
4958.130 97.541 -171.718
4958.496 97.793 -169.495
4958.862 98.120 -168.145
4959.229 98.451 -167.645
4959.595 98.741 -167.775
4959.961 98.971 -168.259
4960.327 99.145 -168.856
4960.693 99.279 -169.405
4961.060 99.398 -169.836
4961.426 99.525 -170.184
4961.792 99.676 -170.569
4962.158 99.850 -171.157
4962.524 100.031 -172.091
4962.891 100.191 -173.430
4963.257 100.298 -175.120
4963.623 100.329 -177.001
4963.989 100.272 -178.841
4964.355 100.135 179.617
4964.722 99.945 178.599
4965.088 99.747 178.217
4965.454 99.592 178.411
4965.820 99.518 178.920
4966.187 99.535 179.376
4966.553 99.616 179.465
4966.919 99.715 179.049
4967.285 99.788 178.188
4967.651 99.808 177.070
4968.018 99.769 175.917
4968.384 99.682 174.905
4968.750 99.568 174.124
4969.116 99.448 173.571
4969.482 99.335 173.186
4969.849 99.233 172.894
4970.215 99.140 172.642
4970.581 99.053 172.403
4970.947 98.968 172.172
4971.313 98.885 171.950
4971.680 98.804 171.729
4972.046 98.726 171.486
4972.412 98.649 171.184
4972.778 98.565 170.782
4973.145 98.461 170.266
4973.511 98.319 169.681
4973.877 98.127 169.149
4974.243 97.881 168.852
4974.609 97.595 168.978
4974.976 97.300 169.647
4975.342 97.030 170.855
4975.708 96.813 172.471
4976.074 96.660 174.320
4976.440 96.563 176.281
4976.807 96.520 178.319
4977.173 96.533 -179.576
4977.539 96.615 -177.470
4977.905 96.774 -175.524
4978.271 97.001 -173.934
4978.638 97.270 -172.840
4979.004 97.551 -172.272
4979.370 97.816 -172.167
4979.736 98.049 -172.410
4980.103 98.244 -172.881
4980.469 98.400 -173.471
4980.835 98.524 -174.091
4981.201 98.625 -174.684
4981.567 98.714 -175.234
4981.934 98.803 -175.777
4982.300 98.895 -176.387
4982.666 98.985 -177.132
4983.032 99.061 -178.046
4983.398 99.110 -179.104
4983.765 99.124 179.757
4984.131 99.102 178.611
4984.497 99.046 177.513
4984.863 98.960 176.497
4985.229 98.844 175.585
4985.596 98.699 174.814
4985.962 98.527 174.242
4986.328 98.334 173.934
4986.694 98.132 173.937
4987.061 97.936 174.252
4987.427 97.758 174.844
4987.793 97.602 175.663
4988.159 97.473 176.682
4988.525 97.373 177.897
4988.892 97.313 179.313
4989.258 97.308 -179.108
4989.624 97.373 -177.467
4989.990 97.517 -175.927
4990.356 97.738 -174.686
4990.723 98.019 -173.926
4991.089 98.336 -173.788
4991.455 98.655 -174.342
4991.821 98.941 -175.578
4992.188 99.163 -177.410
4992.554 99.292 -179.683
4992.920 99.312 177.803
4993.286 99.214 175.267
4993.652 99.000 172.935
4994.019 98.680 171.024
4994.385 98.271 169.740
4994.751 97.802 169.270
4995.117 97.311 169.761
4995.483 96.852 171.267
4995.850 96.482 173.678
4996.216 96.250 176.683
4996.582 96.172 179.850
4996.948 96.228 -177.215
4997.314 96.377 -174.731
4997.681 96.579 -172.738
4998.047 96.809 -171.183
4998.413 97.053 -170.007
4998.779 97.304 -169.183
4999.146 97.552 -168.698
4999.512 97.784 -168.525
4999.878 97.988 -168.603
5000.244 98.155 -168.839
5000.610 98.282 -169.118
5000.977 98.373 -169.315
5001.343 98.441 -169.312
5001.709 98.507 -169.033
5002.075 98.600 -168.485
5002.441 98.747 -167.796
5002.808 98.960 -167.191
5003.174 99.226 -166.899
5003.540 99.517 -167.051
5003.906 99.800 -167.637
5004.272 100.055 -168.537
5004.639 100.278 -169.614
5005.005 100.479 -170.783
5005.371 100.668 -172.045
5005.737 100.849 -173.463
5006.104 101.013 -175.095
5006.470 101.148 -176.942
5006.836 101.240 -178.941
5007.202 101.286 179.005
5007.568 101.293 176.979
5007.935 101.270 175.004
5008.301 101.224 173.054
5008.667 101.153 171.078
5009.033 101.048 169.051
5009.399 100.897 167.004
5009.766 100.688 165.025
5010.132 100.421 163.240
5010.498 100.100 161.778
5010.864 99.741 160.736
5011.230 99.361 160.169
5011.597 98.979 160.079
5011.963 98.608 160.439
5012.329 98.258 161.223
5012.695 97.935 162.432
5013.062 97.653 164.094
5013.428 97.437 166.222
5013.794 97.321 168.725
5014.160 97.338 171.348
5014.526 97.494 173.701
5014.893 97.762 175.401
5015.259 98.085 176.225
5015.625 98.405 176.172
5015.991 98.674 175.414
5016.357 98.869 174.204
5016.724 98.985 172.794
5017.090 99.036 171.374
5017.456 99.041 170.038
5017.822 99.019 168.785
5018.188 98.978 167.546
5018.555 98.914 166.252
5018.921 98.811 164.894
5019.287 98.656 163.555
5019.653 98.442 162.394
5020.020 98.180 161.586
5020.386 97.899 161.248
5020.752 97.632 161.370
5021.118 97.405 161.806
5021.484 97.226 162.346
5021.851 97.079 162.827
5022.217 96.942 163.197
5022.583 96.798 163.503
5022.949 96.640 163.823
5023.315 96.468 164.218
5023.682 96.282 164.727
5024.048 96.078 165.410
5024.414 95.860 166.379
5024.780 95.642 167.771
5025.146 95.458 169.666
5025.513 95.350 171.978
5025.879 95.348 174.438
5026.245 95.450 176.704
5026.611 95.625 178.530
5026.978 95.832 179.853
5027.344 96.044 -179.259
5027.710 96.248 -178.700
5028.076 96.438 -178.404
5028.442 96.613 -178.339
5028.809 96.766 -178.477
5029.175 96.889 -178.754
5029.541 96.980 -179.080
5029.907 97.047 -179.365
5030.273 97.101 -179.568
5030.640 97.156 -179.710
5031.006 97.217 -179.852
5031.372 97.281 179.952
5031.738 97.342 179.688
5032.104 97.397 179.383
5032.471 97.450 179.065
5032.837 97.507 178.715
5033.203 97.574 178.255
5033.569 97.642 177.581
5033.936 97.691 176.630
5034.302 97.694 175.440
5034.668 97.628 174.164
5035.034 97.488 173.038
5035.400 97.289 172.309
5035.767 97.068 172.142
5036.133 96.873 172.531
5036.499 96.745 173.265
5036.865 96.698 174.010
5037.231 96.708 174.460
5037.598 96.736 174.469
5037.964 96.737 174.068
5038.330 96.682 173.416
5038.696 96.556 172.723
5039.062 96.358 172.207
5039.429 96.099 172.074
5039.795 95.803 172.502
5040.161 95.503 173.615
5040.527 95.245 175.437
5040.894 95.076 177.846
5041.260 95.030 -179.435
5041.626 95.120 -176.775
5041.992 95.330 -174.536
5042.358 95.621 -172.981
5042.725 95.944 -172.230
5043.091 96.251 -172.265
5043.457 96.500 -172.947
5043.823 96.663 -174.054
5044.189 96.728 -175.322
5044.556 96.699 -176.490
5044.922 96.596 -177.351
5045.288 96.448 -177.786
5045.654 96.283 -177.773
5046.021 96.123 -177.357
5046.387 95.980 -176.607
5046.753 95.865 -175.584
5047.119 95.781 -174.341
5047.485 95.734 -172.927
5047.852 95.725 -171.386
5048.218 95.757 -169.734
5048.584 95.837 -167.974
5048.950 95.982 -166.144
5049.316 96.210 -164.393
5049.683 96.526 -162.976
5050.049 96.907 -162.158
5050.415 97.310 -162.082
5050.781 97.690 -162.715
5051.147 98.014 -163.893
5051.514 98.271 -165.419
5051.880 98.461 -167.137
5052.246 98.590 -168.963
5052.612 98.661 -170.855
5052.979 98.667 -172.756
5053.345 98.604 -174.556
5053.711 98.475 -176.093
5054.077 98.300 -177.206
5054.443 98.112 -177.824
5054.810 97.947 -178.021
5055.176 97.824 -177.998
5055.542 97.738 -177.979
5055.908 97.666 -178.086
5056.274 97.579 -178.286
5056.641 97.466 -178.440
5057.007 97.334 -178.399
5057.373 97.202 -178.094
5057.739 97.092 -177.570
5058.105 97.016 -176.959
5058.472 96.969 -176.398
5058.838 96.932 -175.964
5059.204 96.887 -175.641
5059.570 96.819 -175.344
5059.937 96.725 -174.948
5060.303 96.609 -174.328
5060.669 96.486 -173.382
5061.035 96.380 -172.058
5061.401 96.317 -170.384
5061.768 96.317 -168.471
5062.134 96.394 -166.500
5062.500 96.543 -164.659
5062.866 96.746 -163.078
5063.232 96.983 -161.798
5063.599 97.239 -160.786
5063.965 97.510 -159.988
5064.331 97.800 -159.393
5064.697 98.111 -159.047
5065.063 98.438 -159.033
5065.430 98.767 -159.411
5065.796 99.076 -160.175
5066.162 99.349 -161.243
5066.528 99.578 -162.490
5066.895 99.768 -163.797
5067.261 99.932 -165.100
5067.627 100.084 -166.406
5067.993 100.231 -167.784
5068.359 100.371 -169.317
5068.726 100.493 -171.065
5069.092 100.581 -173.035
5069.458 100.620 -175.177
5069.824 100.598 -177.400
5070.190 100.510 -179.583
5070.557 100.358 178.407
5070.923 100.151 176.701
5071.289 99.907 175.401
5071.655 99.651 174.550
5072.021 99.407 174.103
5072.388 99.192 173.938
5072.754 99.010 173.906
5073.120 98.848 173.901
5073.486 98.691 173.913
5073.853 98.528 174.019
5074.219 98.365 174.329
5074.585 98.221 174.896
5074.951 98.122 175.655
5075.317 98.081 176.423
5075.684 98.092 176.976
5076.050 98.127 177.155
5076.416 98.149 176.935
5076.782 98.126 176.424
5077.148 98.037 175.825
5077.515 97.880 175.376
5077.881 97.668 175.311
5078.247 97.431 175.806
5078.613 97.213 176.933
5078.979 97.059 178.616
5079.346 97.007 -179.386
5079.712 97.069 -177.428
5080.078 97.225 -175.849
5080.444 97.435 -174.853
5080.811 97.648 -174.456
5081.177 97.828 -174.518
5081.543 97.958 -174.813
5081.909 98.040 -175.120
5082.275 98.096 -175.291
5082.642 98.152 -175.299
5083.008 98.230 -175.234
5083.374 98.336 -175.252
5083.740 98.460 -175.488
5084.106 98.582 -175.997
5084.473 98.683 -176.746
5084.839 98.750 -177.646
5085.205 98.783 -178.603
5085.571 98.788 -179.549
5085.938 98.770 179.541
5086.304 98.737 178.650
5086.670 98.689 177.747
5087.036 98.619 176.801
5087.402 98.519 175.802
5087.769 98.373 174.787
5088.135 98.168 173.855
5088.501 97.892 173.186
5088.867 97.548 173.033
5089.233 97.163 173.681
5089.600 96.792 175.351
5089.966 96.513 178.047
5090.332 96.405 -178.565
5090.698 96.504 -175.100
5091.064 96.786 -172.184
5091.431 97.186 -170.200
5091.797 97.633 -169.240
5092.163 98.072 -169.211
5092.529 98.468 -169.946
5092.896 98.797 -171.261
5093.262 99.047 -172.969
5093.628 99.214 -174.880
5093.994 99.303 -176.820
5094.360 99.329 -178.660
5094.727 99.313 179.655
5095.093 99.270 178.100
5095.459 99.208 176.599
5095.825 99.122 175.082
5096.191 98.995 173.534
5096.558 98.814 172.026
5096.924 98.570 170.697
5097.290 98.265 169.727
5097.656 97.916 169.291
5098.022 97.554 169.517
5098.389 97.219 170.433
5098.755 96.951 171.931
5099.121 96.779 173.775
5099.487 96.709 175.670
5099.854 96.723 177.376
5100.220 96.795 178.785
5100.586 96.902 179.901
5100.952 97.039 -179.249
5101.318 97.206 -178.693
5101.685 97.399 -178.541
5102.051 97.598 -178.915
5102.417 97.766 -179.857
5102.783 97.867 178.729
5103.149 97.873 177.073
5103.516 97.777 175.475
5103.882 97.598 174.216
5104.248 97.374 173.478
5104.614 97.151 173.260
5104.980 96.968 173.377
5105.347 96.833 173.535
5105.713 96.725 173.478
5106.079 96.602 173.100
5106.445 96.420 172.484
5106.812 96.147 171.862
5107.178 95.771 171.569
5107.544 95.304 171.989
5107.910 94.788 173.484
5108.276 94.298 176.286
5108.643 93.933 -179.656
5109.009 93.781 -174.778
5109.375 93.879 -169.806
5109.741 94.199 -165.456
5110.107 94.667 -162.172
5110.474 95.202 -160.079
5110.840 95.741 -159.094
5111.206 96.238 -159.036
5111.572 96.665 -159.698
5111.938 97.005 -160.873
5112.305 97.249 -162.358
5112.671 97.395 -163.961
5113.037 97.449 -165.499
5113.403 97.420 -166.797
5113.770 97.328 -167.711
5114.136 97.198 -168.138
5114.502 97.059 -168.043
5114.868 96.938 -167.463
5115.234 96.857 -166.483
5115.601 96.832 -165.211
5115.967 96.875 -163.757
5116.333 96.998 -162.264
5116.699 97.206 -160.927
5117.065 97.493 -159.989
5117.432 97.831 -159.671
5117.798 98.178 -160.082
5118.164 98.488 -161.186
5118.530 98.725 -162.817
5118.896 98.869 -164.737
5119.263 98.919 -166.701
5119.629 98.887 -168.502
5119.995 98.797 -170.016
5120.361 98.673 -171.211
5120.728 98.531 -172.134
5121.094 98.378 -172.855
5121.460 98.209 -173.415
5121.826 98.017 -173.779
5122.192 97.801 -173.847
5122.559 97.575 -173.505
5122.925 97.364 -172.703
5123.291 97.200 -171.511
5123.657 97.101 -170.120
5124.023 97.061 -168.749
5124.390 97.060 -167.529
5124.756 97.070 -166.455
5125.122 97.078 -165.410
5125.488 97.087 -164.261
5125.854 97.116 -162.950
5126.221 97.184 -161.521
5126.587 97.300 -160.097
5126.953 97.461 -158.794
5127.319 97.653 -157.670
5127.686 97.870 -156.721
5128.052 98.110 -155.938
5128.418 98.377 -155.358
5128.784 98.670 -155.065
5129.150 98.974 -155.153
5129.517 99.270 -155.656
5129.883 99.534 -156.521
5130.249 99.751 -157.625
5130.615 99.920 -158.824
5130.981 100.051 -160.015
5131.348 100.156 -161.165
5131.714 100.245 -162.309
5132.080 100.314 -163.492
5132.446 100.355 -164.717
5132.812 100.358 -165.912
5133.179 100.324 -166.958
5133.545 100.267 -167.743
5133.911 100.210 -168.231
5134.277 100.175 -168.495
5134.644 100.174 -168.682
5135.010 100.200 -168.938
5135.376 100.237 -169.335
5135.742 100.267 -169.857
5136.108 100.284 -170.429
5136.475 100.289 -170.980
5136.841 100.289 -171.480
5137.207 100.294 -171.948
5137.573 100.305 -172.427
5137.939 100.323 -172.963
5138.306 100.343 -173.596
5138.672 100.361 -174.362
5139.038 100.369 -175.301
5139.404 100.352 -176.440
5139.771 100.291 -177.765
5140.137 100.164 -179.182
5140.503 99.952 179.499
5140.869 99.653 178.547
5141.235 99.287 178.265
5141.602 98.900 178.888
5141.968 98.560 -179.537
5142.334 98.334 -177.243
5142.700 98.253 -174.687
5143.066 98.304 -172.328
5143.433 98.439 -170.420
5143.799 98.613 -168.979
5144.165 98.802 -167.894
5144.531 98.999 -167.066
5144.897 99.207 -166.465
5145.264 99.422 -166.115
5145.630 99.636 -166.031
5145.996 99.836 -166.174
5146.362 100.015 -166.458
5146.729 100.179 -166.800
5147.095 100.338 -167.166
5147.461 100.503 -167.589
5147.827 100.674 -168.142
5148.193 100.845 -168.885
5148.560 101.005 -169.829
5148.926 101.145 -170.941
5149.292 101.262 -172.177
5149.658 101.357 -173.512
5150.024 101.429 -174.951
5150.391 101.471 -176.500
5150.757 101.474 -178.130
5151.123 101.427 -179.752
5151.489 101.331 178.762
5151.855 101.196 177.539
5152.222 101.044 176.652
5152.588 100.898 176.080
5152.954 100.774 175.723
5153.320 100.675 175.457
5153.687 100.594 175.206
5154.053 100.520 174.958
5154.419 100.453 174.748
5154.785 100.396 174.596
5155.151 100.359 174.471
5155.518 100.345 174.296
5155.884 100.350 173.980
5156.250 100.360 173.470
5156.616 100.362 172.763
5156.982 100.346 171.895
5157.349 100.305 170.916
5157.715 100.237 169.865
5158.081 100.139 168.771
5158.447 100.007 167.660
5158.813 99.836 166.577
5159.180 99.620 165.586
5159.546 99.358 164.782
5159.912 99.050 164.279
5160.278 98.705 164.215
5160.645 98.340 164.730
5161.011 97.988 165.946
5161.377 97.692 167.896
5161.743 97.510 170.442
5162.109 97.482 173.227
5162.476 97.618 175.744
5162.842 97.881 177.523
5163.208 98.206 178.305
5163.574 98.522 178.087
5163.940 98.776 177.047
5164.307 98.937 175.448
5164.673 98.992 173.560
5165.039 98.941 171.623
